Comb,growthRate,minProd,maxProd,combList,ACALD,ALCD2x,GLCabcpp,GND,HEX1,LDH_D,PFL,PFK,PYK,TKT2
"ACALD, GLCabcpp, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PYK', 'TKT2']",1,0,1,1,0,1,0,0,1,1
"ACALD, GLCabcpp, GND, PFL, PFK, PYK",0.189214056432002,0.0627176292963148,0.0627477816067464,"['ACALD', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK']",1,0,1,1,0,0,1,1,1,0
"ACALD, GLCabcpp, GND, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'TKT2']",1,0,1,1,0,0,1,1,0,1
"ACALD, GLCabcpp, GND, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'PFL', 'PYK', 'TKT2']",1,0,1,1,0,0,1,0,1,1
"ACALD, GLCabcpp, GND, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'PFK', 'PYK', 'TKT2']",1,0,1,1,0,0,0,1,1,1
"ACALD, GLCabcpp, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,0,1,0,1,1,1,1,0,0
"ACALD, GLCabcpp, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,0,1,0,1,1,1,0,1,0
"ACALD, GLCabcpp, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,0,1,0,1,1,1,0,0,1
"ACALD, GLCabcpp, HEX1, LDH_D, PFK, PYK",0.194807480315268,0.0645716400336485,0.0645994277395909,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,0,1,0,1,1,0,1,1,0
"ACALD, GLCabcpp, HEX1, LDH_D, PFK, TKT2",0.191601956884331,0.0635091321818512,0.0635291423707095,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,0,1,0,1,1,0,1,0,1
"ACALD, GLCabcpp, HEX1, LDH_D, PYK, TKT2",0.191601956884254,0.0635091321818644,0.0635291424048437,"['ACALD', 'GLCabcpp', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,0,1,0,1,1,0,0,1,1
"ACALD, GLCabcpp, HEX1, PFL, PFK, PYK",0.189214056431684,0.0627176292962796,0.0627477815866731,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK']",1,0,1,0,1,0,1,1,1,0
"ACALD, GLCabcpp, HEX1, PFL, PFK, TKT2",0.183109211168447,0.0606941078690546,1.41479565546636,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,0,1,0,1,0,1,1,0,1
"ACALD, GLCabcpp, HEX1, PFL, PYK, TKT2",0.183109211168153,0.0606941078690817,1.41479565546927,"['ACALD', 'GLCabcpp', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,0,1,0,1,0,1,0,1,1
"ACALD, GLCabcpp, HEX1, PFK, PYK, TKT2",0.191601956884371,0.0635091321818852,0.0635291424261745,"['ACALD', 'GLCabcpp', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,0,1,0,1,0,0,1,1,1
"ACALD, GLCabcpp, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,1,0,0,1,1,1,1,0
"ACALD, GLCabcpp, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,1,0,0,1,1,1,0,1
"ACALD, GLCabcpp, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,1,0,0,1,1,0,1,1
"ACALD, GLCabcpp, LDH_D, PFK, PYK, TKT2",0.191601956883845,0.0635091321818777,0.063529142353421,"['ACALD', 'GLCabcpp', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,1,0,0,1,0,1,1,1
"ACALD, GLCabcpp, PFL, PFK, PYK, TKT2",0.183109211168432,0.060694107869037,1.41479565545082,"['ACALD', 'GLCabcpp', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,1,0,0,0,1,1,1,1
"ACALD, GND, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,0,0,1,1,1,1,1,0,0
"ACALD, GND, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,0,0,1,1,1,1,0,1,0
"ACALD, GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,0,0,1,1,1,1,0,0,1
"ACALD, GND, HEX1, LDH_D, PFK, PYK",0.194807480315343,0.0645716400338861,0.0645994277901437,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,0,0,1,1,1,0,1,1,0
"ACALD, GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,0,0,1,1,1,0,1,0,1
"ACALD, GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,0,0,1,1,1,0,0,1,1
"ACALD, GND, HEX1, PFL, PFK, PYK",0.189214056431813,0.0627176292963229,0.0627477818234701,"['ACALD', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK']",1,0,0,1,1,0,1,1,1,0
"ACALD, GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,0,0,1,1,0,1,1,0,1
"ACALD, GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,0,0,1,1,0,1,0,1,1
"ACALD, GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,0,0,1,1,0,0,1,1,1
"ACALD, GND, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,0,1,0,1,1,1,1,0
"ACALD, GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,0,1,0,1,1,1,0,1
"ACALD, GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,0,1,0,1,1,0,1,1
"ACALD, GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,0,1,0,1,0,1,1,1
"ACALD, GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'GND', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,1,0,0,1,1,1,1
"ACALD, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,0,0,0,1,1,1,1,1,0
"ACALD, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,0,0,0,1,1,1,1,0,1
"ACALD, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,0,0,0,1,1,1,0,1,1
"ACALD, HEX1, LDH_D, PFK, PYK, TKT2",0.191601956884224,0.0635091321817637,0.0635291424277793,"['ACALD', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,0,0,0,1,1,0,1,1,1
"ACALD, HEX1, PFL, PFK, PYK, TKT2",0.183109211167962,0.0606941078691654,1.41479565542444,"['ACALD', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,0,1,0,1,1,1,1
"ACALD, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",1,0,0,0,0,1,1,1,1,1
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFL",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL']",0,1,1,1,1,1,1,0,0,0
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFK",0.194807480315281,0.0645716400338757,0.0645994277005788,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK']",0,1,1,1,1,1,0,1,0,0
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PYK",0.194807480315308,0.0645716400338993,0.064599427609752,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK']",0,1,1,1,1,1,0,0,1,0
"ALCD2x, GLCabcpp, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'TKT2']",0,1,1,1,1,1,0,0,0,1
"ALCD2x, GLCabcpp, GND, HEX1, PFL, PFK",0.189214056431603,0.0627176292961918,0.0627477817208342,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK']",0,1,1,1,1,0,1,1,0,0
"ALCD2x, GLCabcpp, GND, HEX1, PFL, PYK",0.189214056431855,0.0627176292963016,0.0627477816776909,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK']",0,1,1,1,1,0,1,0,1,0
"ALCD2x, GLCabcpp, GND, HEX1, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'TKT2']",0,1,1,1,1,0,1,0,0,1
"ALCD2x, GLCabcpp, GND, HEX1, PFK, PYK",0.1948074803153,0.0645716400337934,0.0645994277806507,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK']",0,1,1,1,1,0,0,1,1,0
"ALCD2x, GLCabcpp, GND, HEX1, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'TKT2']",0,1,1,1,1,0,0,1,0,1
"ALCD2x, GLCabcpp, GND, HEX1, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PYK', 'TKT2']",0,1,1,1,1,0,0,0,1,1
"ALCD2x, GLCabcpp, GND, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK']",0,1,1,1,0,1,1,1,0,0
"ALCD2x, GLCabcpp, GND, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK']",0,1,1,1,0,1,1,0,1,0
"ALCD2x, GLCabcpp, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'TKT2']",0,1,1,1,0,1,1,0,0,1
"ALCD2x, GLCabcpp, GND, LDH_D, PFK, PYK",0.194807480315153,0.0645716400339271,0.0645994278244297,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK']",0,1,1,1,0,1,0,1,1,0
"ALCD2x, GLCabcpp, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'TKT2']",0,1,1,1,0,1,0,1,0,1
"ALCD2x, GLCabcpp, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PYK', 'TKT2']",0,1,1,1,0,1,0,0,1,1
"ALCD2x, GLCabcpp, GND, PFL, PFK, PYK",0.189214056431619,0.0627176292962144,0.062747781669449,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK']",0,1,1,1,0,0,1,1,1,0
"ALCD2x, GLCabcpp, GND, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK', 'TKT2']",0,1,1,1,0,0,1,1,0,1
"ALCD2x, GLCabcpp, GND, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PYK', 'TKT2']",0,1,1,1,0,0,1,0,1,1
"ALCD2x, GLCabcpp, GND, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'GND', 'PFK', 'PYK', 'TKT2']",0,1,1,1,0,0,0,1,1,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,1,1,0,1,1,1,1,0,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,1,1,0,1,1,1,0,1,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,1,1,0,1,1,1,0,0,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFK, PYK",0.194807480315694,0.0645716400338757,0.0645994277020905,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,1,1,0,1,1,0,1,1,0
"ALCD2x, GLCabcpp, HEX1, LDH_D, PFK, TKT2",0.191601956884168,0.0635091321818405,0.0635291424755371,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,1,1,0,1,1,0,1,0,1
"ALCD2x, GLCabcpp, HEX1, LDH_D, PYK, TKT2",0.19160195688407,0.0635091321819299,0.0635291423952483,"['ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,1,1,0,1,1,0,0,1,1
"ALCD2x, GLCabcpp, HEX1, PFL, PFK, PYK",0.189214056431923,0.062717629296146,0.0627477816487745,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK']",0,1,1,0,1,0,1,1,1,0
"ALCD2x, GLCabcpp, HEX1, PFL, PFK, TKT2",0.183109211168335,0.0606941078690817,1.41479565546384,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,1,1,0,1,0,1,1,0,1
"ALCD2x, GLCabcpp, HEX1, PFL, PYK, TKT2",0.183109211168066,0.0606941078691065,1.41479565540132,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,1,1,0,1,0,1,0,1,1
"ALCD2x, GLCabcpp, HEX1, PFK, PYK, TKT2",0.191601956884054,0.0635091321818852,0.0635291425104082,"['ALCD2x', 'GLCabcpp', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,1,1,0,1,0,0,1,1,1
"ALCD2x, GLCabcpp, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,1,0,0,1,1,1,1,0
"ALCD2x, GLCabcpp, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,1,0,0,1,1,1,0,1
"ALCD2x, GLCabcpp, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,1,0,0,1,1,0,1,1
"ALCD2x, GLCabcpp, LDH_D, PFK, PYK, TKT2",0.191601956884041,0.0635091321818852,0.0635291423819815,"['ALCD2x', 'GLCabcpp', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,1,0,0,1,0,1,1,1
"ALCD2x, GLCabcpp, PFL, PFK, PYK, TKT2",0.183109211168017,0.0606941078691449,1.41479565545009,"['ALCD2x', 'GLCabcpp', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,1,0,0,0,1,1,1,1
"ALCD2x, GND, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,1,0,1,1,1,1,1,0,0
"ALCD2x, GND, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,1,0,1,1,1,1,0,1,0
"ALCD2x, GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,1,0,1,1,1,1,0,0,1
"ALCD2x, GND, HEX1, LDH_D, PFK, PYK",0.194807480315033,0.0645716400338757,0.0645994277146795,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,1,0,1,1,1,0,1,1,0
"ALCD2x, GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,1,0,1,1,1,0,1,0,1
"ALCD2x, GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,1,0,1,1,1,0,0,1,1
"ALCD2x, GND, HEX1, PFL, PFK, PYK",0.189214056431677,0.062717629296295,0.0627477817831155,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK']",0,1,0,1,1,0,1,1,1,0
"ALCD2x, GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,1,0,1,1,0,1,1,0,1
"ALCD2x, GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,1,0,1,1,0,1,0,1,1
"ALCD2x, GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,1,0,1,1,0,0,1,1,1
"ALCD2x, GND, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,0,1,0,1,1,1,1,0
"ALCD2x, GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,0,1,0,1,1,1,0,1
"ALCD2x, GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,0,1,0,1,1,0,1,1
"ALCD2x, GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,0,1,0,1,0,1,1,1
"ALCD2x, GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'GND', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,1,0,0,1,1,1,1
"ALCD2x, HEX1, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,1,0,0,1,1,1,1,1,0
"ALCD2x, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,1,0,0,1,1,1,1,0,1
"ALCD2x, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,1,0,0,1,1,1,0,1,1
"ALCD2x, HEX1, LDH_D, PFK, PYK, TKT2",0.191601956884033,0.0635091321818834,0.0635291423552759,"['ALCD2x', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,1,0,0,1,1,0,1,1,1
"ALCD2x, HEX1, PFL, PFK, PYK, TKT2",0.183109211168105,0.0606941078690162,1.4147956554405,"['ALCD2x', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,0,1,0,1,1,1,1
"ALCD2x, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['ALCD2x', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,1,0,0,0,1,1,1,1,1
"GLCabcpp, GND, HEX1, LDH_D, PFL, PFK",0.189214056431996,0.062717629296256,0.0627477817753592,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,0,1,1,1,1,1,1,0,0
"GLCabcpp, GND, HEX1, LDH_D, PFL, PYK",0.189214056431639,0.0627176292962408,0.0627477817788124,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,0,1,1,1,1,1,0,1,0
"GLCabcpp, GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,0,1,1,1,1,1,0,0,1
"GLCabcpp, GND, HEX1, LDH_D, PFK, PYK",0.241501557097169,0.0800490531962764,0.0800559410643673,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,0,1,1,1,1,0,1,1,0
"GLCabcpp, GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,0,1,1,1,1,0,1,0,1
"GLCabcpp, GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,0,1,1,1,1,0,0,1,1
"GLCabcpp, GND, HEX1, PFL, PFK, PYK",0.189214056432011,0.0627176292963007,0.0627477816983875,"['GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK', 'PYK']",0,0,1,1,1,0,1,1,1,0
"GLCabcpp, GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,0,1,1,1,0,1,1,0,1
"GLCabcpp, GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,0,1,1,1,0,1,0,1,1
"GLCabcpp, GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,0,1,1,1,0,0,1,1,1
"GLCabcpp, GND, LDH_D, PFL, PFK, PYK",0.189214056431876,0.0627176292962299,0.0627477817254754,"['GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,1,1,0,1,1,1,1,0
"GLCabcpp, GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,1,1,0,1,1,1,0,1
"GLCabcpp, GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,1,1,0,1,1,0,1,1
"GLCabcpp, GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,1,1,0,1,0,1,1,1
"GLCabcpp, GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,1,1,0,0,1,1,1,1
"GLCabcpp, HEX1, LDH_D, PFL, PFK, PYK",0.189214056432053,0.0627176292962299,0.0627477817182693,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,1,0,1,1,1,1,1,0
"GLCabcpp, HEX1, LDH_D, PFL, PFK, TKT2",0.183109211168281,0.0606941078691023,1.41479565544833,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,1,0,1,1,1,1,0,1
"GLCabcpp, HEX1, LDH_D, PFL, PYK, TKT2",0.183109211168168,0.0606941078691198,1.41479565545672,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,1,0,1,1,1,0,1,1
"GLCabcpp, HEX1, LDH_D, PFK, PYK, TKT2",0.239585570581873,0.0794139681722868,0.0794225508401752,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,1,0,1,1,0,1,1,1
"GLCabcpp, HEX1, PFL, PFK, PYK, TKT2",0.18310921116823,0.0606941078690549,1.4147956555146,"['GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,1,0,1,0,1,1,1,1
"GLCabcpp, LDH_D, PFL, PFK, PYK, TKT2",0.183109211168169,0.060694107869037,1.41479565544323,"['GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,1,0,0,1,1,1,1,1
"GND, HEX1, LDH_D, PFL, PFK, PYK",0.189214056431242,0.0627176292962555,0.0627477816144168,"['GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,0,1,1,1,1,1,1,0
"GND, HEX1, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,0,1,1,1,1,1,0,1
"GND, HEX1, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,0,1,1,1,1,0,1,1
"GND, HEX1, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,0,1,1,1,0,1,1,1
"GND, HEX1, PFL, PFK, PYK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,0,1,1,0,1,1,1,1
"GND, LDH_D, PFL, PFK, PYK, TKT2",,0.0,0.0,"['GND', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,0,1,0,1,1,1,1,1
"HEX1, LDH_D, PFL, PFK, PYK, TKT2",0.18310921116832,0.0606941078691471,1.4147956554387,"['HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,0,0,1,1,1,1,1,1
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, LDH_D, PFL",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL']",1,1,1,1,1,1,1,0,0,0
